Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2800,53, ,A1,235 EAST 175 STREET                      ,            ,10457,1,0,1,1960,1784,1901,1,A1,0,2003-03-18 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2800,53, ,A1,235 EAST 175 STREET                      ,            ,10457,1,0,1,1960,1784,1901,1,A1,191000,2003-02-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2812,31, ,A5,1989 ANTHONY AVENUE                      ,            ,10457,1,0,1,1440,1552,1910,1,A5,199187,2003-08-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2826,69, ,A5,109 EAST 175 STREET                      ,            ,10453,1,0,1,1339,1324,1940,1,A5,135000,2003-02-13 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2826,70, ,A5,107 EAST 175 STREET                      ,            ,10453,1,0,1,1700,1516,1899,1,A5,240000,2003-04-15 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY HOMES                        ,1,2826,82, ,A1,146 EAST 176 STREET                      ,            ,10453,1,0,1,2200,1702,1899,1,A1,312700,2003-09-22 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2784,62, ,B1,1457 TELLER AVENUE                       ,            ,10457,2,0,2,3924,3500,1920,1,B1,355000,2003-12-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2784,62, ,B1,1457 TELLER AVENUE                       ,            ,10457,2,0,2,3924,3500,1920,1,B1,270000,2003-07-23 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2787,53, ,B1,1507 TELLER AVENUE                       ,            ,10457,2,0,2,3040,4408,1923,1,B1,0,2003-07-23 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2791,38, ,B2,1694 MONROE AVENUE                       ,            ,10457,2,0,2,2375,1614,1910,1,B2,0,2003-06-16 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2791,49, ,B2,1701 TOPPING AVENUE                      ,            ,10457,2,0,2,2375,2888,1910,1,B2,375000,2003-11-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2791,49, ,B2,1701 TOPPING AVENUE                      ,            ,10457,2,0,2,2375,2888,1910,1,B2,241000,2003-11-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2794,39, ,B1,1688 MORRIS AVENUE                       ,            ,10457,2,0,2,2068,4095,1920,1,B1,275000,2003-12-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2796,7, ,B1,1738 EASTBURN AVENUE                     ,            ,10457,2,0,2,2375,2640,1920,1,B1,200000,2003-02-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2796,7, ,B1,1738 EASTBURN AVENUE                     ,            ,10457,2,0,2,2375,2640,1920,1,B1,250000,2003-02-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2797,38, ,B1,1777 MONROE AVENUE                       ,            ,10457,2,0,2,2375,3072,1910,1,B1,240000,2003-07-01 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2799,39, ,B2,1769 CLAY AVENUE                         ,            ,10457,2,0,2,2375,3150,1901,1,B2,345000,2003-08-22 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2799,39, ,B2,1769 CLAY AVENUE                         ,            ,10457,2,0,2,2375,3150,1901,1,B2,187000,2003-06-20 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2800,47, ,B2,249 EAST 175 STREET                      ,            ,10457,2,0,2,1874,2368,1899,1,B2,299000,2003-10-01 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2800,64, ,C0,236 EAST 176 STREET                      ,            ,10457,3,0,3,1572,3300,1899,1,B9,191000,2003-06-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2800,65, ,B9,238 EAST 176 STREET                      ,            ,10457,2,0,2,1554,3300,1899,1,B9,280000,2003-11-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2802,32, ,B2,256 MT HOPE PLACE                        ,            ,10457,2,0,2,2375,1830,1905,1,B2,255000,2003-09-26 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2802,51, ,B2,249 EAST 176 STREET                      ,            ,10457,2,0,2,3325,3010,1899,1,B2,170000,2003-07-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2802,61, ,B1,247 EAST 176 STREET                      ,            ,10457,2,0,2,1900,2325,1899,1,B1,200000,2003-11-06 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2807,10, ,B9,1988 MORRIS AVENUE                       ,            ,10453,2,0,2,2000,3192,1899,1,B9,0,2003-11-21 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2807,86, ,B3,111 EAST 179 STREET                      ,            ,10453,2,0,2,1625,2232,1899,1,B3,0,2003-08-29 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2808,72, ,B3,2024 CRESTON AVENUE                      ,            ,10453,2,0,2,3483,2825,1940,1,B3,0,2003-07-25 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,2,2809,20, ,D1,230 ECHO PLACE                           ,            ,10457,29,0,29,5017,32645,2007,1,B3,285000,2003-01-17 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2814,58, ,B2,1988 ANTHONY AVENUE                      ,            ,10457,2,0,2,3631,2310,1899,1,B2,0,2003-05-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2814,75, ,S2,286 EAST BURNSIDE AVENUE                 ,            ,10457,2,1,3,3400,2970,1899,1,S2,0,2003-07-25 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2819,24, ,B1,1561 SELWYN AVENUE                       ,            ,10457,2,0,2,2970,3166,1920,1,B1,0,2003-10-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2819,28, ,S2,174 EAST MT EDEN AVENUE                  ,            ,10457,2,1,3,2850,4424,1920,1,S2,0,2003-10-10 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2820,42, ,B2,1549 MORRIS AVENUE                       ,            ,10457,2,0,2,1875,2280,1901,1,B2,280602,2003-10-28 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2820,42, ,B2,1549 MORRIS AVENUE                       ,            ,10457,2,0,2,1875,2280,1901,1,B2,279484,2003-10-22 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2829,80, ,B1,1985 MORRIS AVENUE                       ,            ,10453,2,0,2,2000,3384,1899,1,B1,342500,2003-09-08 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2835,15, ,B3,118 ROCKWOOD STREET                      ,            ,10452,2,0,2,1573,2580,1901,1,S2,150000,2003-05-23 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2848,22, ,B1,1685 TOWNSEND AVENUE                     ,            ,10453,2,0,2,3325,2436,1920,1,B1,345000,2003-04-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2848,22, ,B1,1685 TOWNSEND AVENUE                     ,            ,10453,2,0,2,3325,2436,1920,1,B1,0,2003-04-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2848,22, ,B1,1685 TOWNSEND AVENUE                     ,            ,10453,2,0,2,3325,2436,1920,1,B1,201000,2003-01-16 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2848,22, ,B1,1685 TOWNSEND AVENUE                     ,            ,10453,2,0,2,3325,2436,1920,1,B1,5000,2003-01-16 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,4,2849,37, ,M9,1707 TOWNSEND AVENUE                     ,            ,10453,2,0,2,2250,4562,1920,1,B1,0,2003-05-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2854,63, ,B1,2017 WALTON AVENUE                       ,            ,10453,2,0,2,2500,2332,1920,1,B1,0,2003-11-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2890,13, ,B2,1750 ANTHONY AVENUE                      ,            ,10457,2,0,2,1738,2898,1901,1,B2,315000,2003-10-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2890,14, ,B1,1752 ANTHONY AVENUE                      ,            ,10457,2,0,2,1763,3093,2002,1,B1,333000,2003-05-16 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2890,96, ,B1,1754 ANTHONY AVENUE                      ,            ,10457,2,0,2,1829,3093,2002,1,B1,350000,2003-05-21 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,02  TWO FAMILY HOMES                        ,1,2891,72, ,B1,1825 ANTHONY AVENUE                      ,            ,10457,2,0,2,2250,2198,1910,1,B1,289000,2003-05-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2790,36, ,C0,1690 TOPPING AVENUE                      ,            ,10457,3,0,3,2375,2248,1901,1,C0,150000,2003-12-29 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2790,138, ,C0,1680 TOPPING AVENUE                      ,            ,10457,3,0,3,2027,3009,1997,1,C0,0,2003-08-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2791,50, ,C0,1699 TOPPING AVENUE                      ,            ,10457,3,0,3,4750,1725,1910,1,C0,0,2003-10-08 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2796,38, ,C0,1775 WEEKS AVENUE                        ,            ,10457,3,0,3,2746,4180,1930,1,C0,376000,2003-06-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2796,38, ,C0,1775 WEEKS AVENUE                        ,            ,10457,3,0,3,2746,4180,1930,1,C0,180000,2003-03-20 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2798,21, ,C0,1768 MONROE AVENUE                       ,            ,10457,3,0,3,2375,3747,1901,1,C0,240000,2003-09-05 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2799,8, ,C0,1744 TOPPING AVENUE                      ,            ,10457,3,0,3,2375,4416,1899,1,C0,0,2003-03-27 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2799,15, ,C0,1758 TOPPING AVENUE                      ,            ,10457,3,0,3,2240,4560,1899,1,C0,375000,2003-12-23 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2799,15, ,C0,1758 TOPPING AVENUE                      ,            ,10457,3,0,3,2240,4560,1899,1,C0,300000,2003-11-06 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2800,41, ,C0,1829 TOPPING AVENUE                      ,            ,10457,3,0,3,2079,3944,1899,1,C0,328600,2003-11-11 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2800,63, ,C0,234 EAST 176 STREET                      ,            ,10457,3,0,3,1608,3300,1899,1,C0,195000,2003-09-26 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2802,21, ,C0,230 MT HOPE PLACE                        ,            ,10457,3,0,3,3007,1640,1910,1,C0,310000,2003-02-20 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2803,44, ,C0,313 EAST 176 STREET                      ,            ,10457,3,0,3,3104,4480,1899,1,C0,316000,2003-07-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2804,76, ,C0,243 MT HOPE PLACE                        ,            ,10457,3,0,3,2000,4392,1899,1,C0,0,2003-01-14 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2804,76, ,C0,243 MT HOPE PLACE                        ,            ,10457,3,0,3,2000,4392,1899,1,C0,280000,2003-01-14 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2812,29, ,C0,1993 ANTHONY AVENUE                      ,            ,10457,3,0,3,1244,2199,1910,1,C0,280000,2003-02-07 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2814,50, ,C0,1956 ANTHONY AVENUE                      ,            ,10457,3,0,3,2168,3660,1901,1,C0,297000,2003-01-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2829,13, ,C0,1999 MORRIS AVENUE                       ,            ,10453,3,0,3,1600,3132,1899,1,C0,335000,2003-02-21 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2829,21, ,C0,1979 MORRIS AVENUE                       ,            ,10453,3,0,3,2000,4576,1899,1,C0,320000,2003-04-08 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2889,44, ,C0,1706 ANTHONY AVENUE                      ,            ,10457,3,0,3,2117,2334,1901,1,C0,350000,2003-05-15 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2889,44, ,C0,1706 ANTHONY AVENUE                      ,            ,10457,3,0,3,2117,2334,1901,1,C0,143000,2003-03-31 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,03  THREE FAMILY HOMES                      ,1,2891,13, ,C0,1762 CLAY AVENUE                         ,            ,10457,3,0,3,2310,3792,1920,1,C0,300000,2003-05-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,04  TAX CLASS 1 CONDOS                      ,1C,2807,1001, ,R6,2024 MORRIS AVENUE                       ,1,10453,1,0,1,0,0,1899,1,R6,155000,2003-04-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,04  TAX CLASS 1 CONDOS                      ,1C,2807,1002, ,R6,2024 MORRIS AVENUE                       ,2,10453,1,0,1,0,0,1899,1,R6,155000,2003-10-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,  ,2784,76, ,  ,303 EAST 170 STREET                      ,            ,10456,0,0,0,0,0,0,1,V0,210000,2003-03-17 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,1,2786,14, ,C0,274 EAST 171 STREET                      ,            ,10457,3,0,3,1060,3196,2007,1,V0,130000,2003-08-04 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,1,2798,17, ,C0,MONROE AVENUE                            ,            ,10457,3,0,3,2375,5562,2006,1,V0,49500,2003-04-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,1B,2800,51, ,V0,237 EAST 175 STREET                      ,            ,10457,0,0,0,1960,0,0,1,V0,0,2003-05-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,4,2826,83, ,K4,EAST 176 STREET                          ,            ,10460,3,1,4,2856,5382,2004,1,V0,85000,2003-01-07 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,  ,2829,61, ,  ,2019 MORRIS AVENUE                       ,            ,10453,0,0,0,0,0,0,1,V0,85000,2003-12-09 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,2,2829,62, ,D1,2017 MORRIS AVENUE                       ,            ,10453,39,0,39,7188,40633,2008,1,V0,60000,2003-06-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,05  TAX CLASS 1 VACANT LAND                 ,2,2829,62, ,D1,2017 MORRIS AVENUE                       ,            ,10453,39,0,39,7188,40633,2008,1,V0,6786,2003-05-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2794,49, ,C7,1701 EASTBURN AVENUE                     ,            ,10457,48,3,51,7761,36962,1923,2,C7,2225000,2003-03-10 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2795,26, ,C1,1796 GRAND CONCOURSE                     ,            ,10457,24,0,24,5518,24500,1911,2,C1,0,2003-10-08 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2795,42, ,C1,1745 EASTBURN AVENUE                     ,            ,10457,38,0,38,9453,32065,1928,2,C1,1200000,2003-09-18 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2796,46, ,C1,1755 WEEKS AVENUE                        ,            ,10457,44,0,44,9500,32000,1922,2,C1,2000000,2003-02-10 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2A,2799,12, ,C3,1752 TOPPING AVENUE                      ,            ,10457,4,0,4,2375,4284,1907,2,C3,350000,2003-08-13 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2800,1, ,C1,203 EAST 175 STREET                      ,            ,10457,33,0,33,7125,27500,1919,2,C1,1785000,2003-09-16 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2800,8, ,C7,1824 WEEKS AVENUE                        ,            ,10457,40,1,41,7501,32460,1920,2,C7,1850000,2003-01-07 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2802,44, ,C1,265 EAST 176 STREET                      ,            ,10457,24,0,24,4482,14000,1928,2,C1,1100000,2003-10-15 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2804,1, ,C7,1872 MONROE AVENUE                       ,            ,10457,44,2,46,10000,41500,1924,2,C7,2270000,2003-01-28 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2B,2804,19, ,C1,228 EAST TREMONT AVENUE                  ,            ,10457,10,0,10,3513,15970,1931,2,C1,955000,2003-10-28 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2888,39, ,C7,315 EAST 170 STREET                      ,            ,10456,22,2,24,4042,16300,1913,2,C7,0,2003-06-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2,2889,11, ,C7,1694 CLAY AVENUE                         ,            ,10457,23,1,24,4336,16170,1912,2,C7,0,2003-06-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2A,2891,14, ,C2,1764 CLAY AVENUE                         ,            ,10457,5,0,5,2310,3792,1920,2,C2,415000,2003-08-25 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,07  RENTALS - WALKUP APARTMENTS             ,2A,2891,14, ,C2,1764 CLAY AVENUE                         ,            ,10457,5,0,5,2310,3792,1920,2,C2,0,2003-08-25 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2790,10, ,D1,1660-62 TOPPING AVENUE                   ,            ,10457,75,0,75,18471,69600,1942,2,D1,3400000,2003-03-05 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2794,15, ,D1,1663 EASTBURN AVENUE                     ,            ,10457,43,0,43,9186,43000,1928,2,D1,1925000,2003-01-13 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2794,42, ,D7,1704 MORRIS AVENUE                       ,            ,10457,71,7,78,13319,61800,1927,2,D7,4940000,2003-06-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2805,65, ,D1,111 MT HOPE PLACE                        ,            ,10453,56,0,56,12500,49350,1937,2,D1,0,2003-12-31 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2806,1, ,D1,105 EAST 177 STREET                      ,            ,10453,46,0,46,11000,45060,1927,2,D1,1350000,2003-07-25 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2806,1, ,D1,105 EAST 177 STREET                      ,            ,10453,46,0,46,11000,45060,1927,2,D1,1650000,2003-07-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2806,1, ,D1,105 EAST 177 STREET                      ,            ,10453,46,0,46,11000,45060,1927,2,D1,0,2003-07-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2813,1, ,D7,215-17 BUSH STREET                       ,            ,10457,49,5,54,9885,53330,1941,2,D7,3800000,2003-08-20 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2814,65, ,D7,2000 ANTHONY AVENUE                      ,            ,10457,48,7,55,10545,48600,1939,2,D7,3275000,2003-07-27 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2820,9, ,D1,1534 SELWYN AVENUE                       ,            ,10457,73,0,73,18566,80838,1928,2,D1,0,2003-06-21 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2821,32, ,D7,1560 GRAND CONCOURSE                     ,            ,10457,118,1,119,30360,139650,1929,2,D7,0,2003-01-17 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2824,51, ,D7,1711 MORRIS AVENUE                       ,            ,10457,89,6,95,23275,85266,1927,2,D7,6008000,2003-06-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2824,62, ,D7,1685 MORRIS AVENUE                       ,            ,10457,48,1,49,10030,47472,1928,2,D7,2402000,2003-06-02 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2826,62, ,D6,1777 GRAND CONCOURSE                     ,            ,10453,170,2,172,24050,172032,1948,2,D6,11250000,2003-12-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2827,42, ,D1,60 EAST 177TH STREET                     ,            ,10453,36,0,36,6250,30900,1955,2,D1,4100000,2003-12-01 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2828,5, ,D1,1920 WALTON AVENUE                       ,            ,10453,84,0,84,19373,78095,1926,2,D1,4650000,2003-06-10 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2828,5, ,D1,1920 WALTON AVENUE                       ,            ,10453,84,0,84,19373,78095,1926,2,D1,3875000,2003-05-01 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2863,10, ,D1,2000 DAVIDSON AVENUE                     ,            ,10453,16,0,16,3600,12250,1925,2,D1,5875000,2003-08-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2863,13, ,D1,2000 DAVIDSON AVENUE                     ,            ,10453,16,0,16,3600,12250,1925,2,D1,5875000,2003-08-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2863,14, ,D1,2000 DAVIDSON AVENUE                     ,            ,10453,16,0,16,3600,12250,1926,2,D1,5875000,2003-08-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2863,15, ,D1,2020 DAVIDSON AVENUE                     ,            ,10453,16,0,16,3600,12250,1925,2,D1,0,2003-08-12 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2891,6, ,D1,1744 CLAY AVENUE                         ,            ,10457,43,0,43,9500,41508,1927,2,D1,2200000,2003-11-24 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2891,61, ,D1,1818 CLAY AVENUE                         ,            ,10457,24,0,24,4750,19158,1937,2,D1,1300000,2003-12-23 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,09  COOPS - WALKUP APARTMENTS               ,2C,2784,39, ,C6,"305 EAST, 171ST STREET, APT 1A           ",            ,0,0,0,0,0,0,1931,2,C6,0,2003-12-19 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,14  RENTALS - 4-10 UNIT                     ,2A,2784,33, ,S5,315 EAST 170 STREET                      ,            ,10456,5,1,6,3029,4860,1930,2,S3,0,2003-06-30 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,14  RENTALS - 4-10 UNIT                     ,  ,2850,56, ,  ,1785 WALTON AVENUE                       ,            ,10453,0,0,0,0,0,0,2,S3,400000,2003-08-05 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,22  STORE BUILDINGS                         ,4,2792,40, ,K1,248 EAST 174 STREET                      ,            ,10457,0,1,1,7600,7500,1920,4,K1,700000,2003-10-15 00:00:00
2,MOUNT HOPE/MOUNT EDEN    ,22  STORE BUILDINGS                         ,4,2807,32, ,K1,1967 CRESTON AVENUE                      ,            ,10453,0,6,6,4966,4500,1920,4,K1,0,2003-12-15 00:00:00
