Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,2917,15, ,A1,1848 WASHINGTON AVENUE                   ,            ,10457,1,0,1,2943,2128,1920,1,A1,130000,2003-05-27 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3028,25, ,A5,412 EAST 179 STREET                      ,            ,10457,1,0,1,1842,2048,1901,1,A1,204000,2003-04-07 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3030,55, ,A5,410 EAST 182 STREET                      ,            ,10457,1,0,1,1330,1460,1899,1,A1,235000,2003-07-24 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3035,2, ,S1,441 EAST 178 STREET                      ,            ,10457,1,1,2,1287,2378,1899,1,S1,125500,2003-05-02 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3035,52, ,A1,461 EAST 178 STREET                      ,            ,10457,1,0,1,1782,1548,1899,1,A1,215000,2003-05-14 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3045,15, ,A1,2058 BATHGATE AVENUE                     ,            ,10457,1,0,1,1173,1516,1910,1,A1,0,2003-07-09 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3048,19, ,A5,2186 BATHGATE AVENUE                     ,            ,10457,1,0,1,1768,1188,1901,1,A1,245000,2003-04-15 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3050,91, ,A9,503 EAST 182 STREET                      ,            ,10457,1,0,1,1960,1705,1901,1,A9,500,2003-06-02 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3053,87, ,S0,2368 WASHINGTON AVENUE                   ,            ,10458,1,2,3,1911,4080,1931,1,S0,375000,2003-04-08 00:00:00
2,BATHGATE                 ,01  ONE FAMILY HOMES                        ,1,3053,108, ,A9,2317 BASSFORD AVENUE                     ,            ,10458,1,0,1,925,1188,1901,1,A9,0,2003-09-10 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2908,35, ,B2,1833 WASHINGTON AVENUE                   ,            ,10457,2,0,2,2800,1360,1931,1,B2,300000,2003-12-12 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,113, ,B1,1530 WASHINGTON AVENUE                   ,            ,10457,2,0,2,2033,2400,1993,1,B1,0,2003-05-29 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,114, ,B1,1532 WASHINGTON AVENUE                   ,            ,10457,2,0,2,2000,2400,1993,1,B1,0,2003-03-05 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,117, ,B1,1538 WASHINGTON AVENUE                   ,            ,10457,2,0,2,2000,2400,1993,1,B1,238000,2003-07-17 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2912,144, ,B1,3813 3 AVENUE                            ,            ,10457,2,0,2,2000,2400,1993,1,B1,191400,2003-07-23 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2927,129, ,B1,1469 CROTONA PLACE                       ,            ,10456,2,0,2,1900,2394,1994,1,B1,0,2003-11-14 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2927,130, ,B1,1467 CROTONA PLACE                       ,            ,10456,2,0,2,1900,2394,1994,1,B1,161065,2003-07-30 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,2929,135, ,B1,545 CLAREMONT PARKWAY                    ,            ,10457,2,0,2,2332,2394,1995,1,B1,280000,2003-02-25 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3029,33, ,B2,412 EAST 180 STREET                      ,            ,10457,2,0,2,2046,2112,1899,1,B2,290000,2003-04-02 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3029,33, ,B2,412 EAST 180 STREET                      ,            ,10457,2,0,2,2046,2112,1899,1,B2,150000,2003-01-21 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3029,66, ,B2,417 EAST 179 STREET                      ,            ,10457,2,0,2,2945,1398,1910,1,B2,300000,2003-05-27 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3029,66, ,B2,417 EAST 179 STREET                      ,            ,10457,2,0,2,2945,1398,1910,1,B2,220000,2003-03-24 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,61, ,B3,4467 PARK AVENUE                         ,            ,10457,2,0,2,1556,1494,1899,1,B3,247000,2003-06-30 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,61, ,B3,4467 PARK AVENUE                         ,            ,10457,2,0,2,1556,1494,1899,1,B3,175000,2003-03-20 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,77, ,B2,4433 PARK AVENUE                         ,            ,10457,2,0,2,2925,2205,1899,1,B2,0,2003-04-26 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3030,151, ,S2,2264 WEBSTER AVENUE                      ,            ,10457,2,1,3,1620,3240,1931,1,S2,335000,2003-09-04 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3035,129, ,B1,460 EAST 179 STREET                      ,            ,10457,2,0,2,1790,2340,1998,1,B1,328500,2003-06-13 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3035,129, ,B1,460 EAST 179 STREET                      ,            ,10457,2,0,2,1790,2340,1998,1,B1,243000,2003-01-27 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3036,65, ,B1,455 EAST 179 STREET                      ,            ,10457,2,0,2,2033,2340,1998,1,B1,0,2003-07-25 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3036,140, ,B1,2063 WASHINGTON AVENUE                   ,            ,10457,2,0,2,3346,3462,1997,1,B1,0,2003-07-17 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3037,6, ,B2,4392 PARK AVENUE                         ,            ,10457,2,0,2,2275,3240,1899,1,B2,290000,2003-01-16 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3037,47, ,B2,4440 PARK AVENUE                         ,            ,10457,2,0,2,2550,1662,1899,1,B2,278100,2003-10-03 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3037,69, ,S2,2195 WASHINGTON AVENUE                   ,            ,10457,2,1,3,1700,3900,1925,1,S2,0,2003-11-13 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,  ,3038,33, ,  ,2269 WASHINGTON AVENUE                   ,            ,10457,0,0,0,0,0,0,1,B2,50000,2003-10-22 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,13, ,C0,456 EAST 185 STREET                      ,            ,10458,3,0,3,1650,2016,1910,1,B2,317000,2003-08-29 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,13, ,C0,456 EAST 185 STREET                      ,            ,10458,3,0,3,1650,2016,1910,1,B2,169705,2003-06-04 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,46, ,B1,448 EAST 186 STREET                      ,            ,10458,2,0,2,2000,2060,1901,1,B1,245000,2003-12-15 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,46, ,B1,448 EAST 186 STREET                      ,            ,10458,2,0,2,2000,2060,1901,1,B1,195000,2003-12-15 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,71, ,B1,451 EAST 185 STREET                      ,            ,10458,2,0,2,2000,2400,1997,1,B1,0,2003-02-27 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3039,156, ,B1,470 EAST 186 STREET                      ,            ,10458,2,0,2,2000,2400,1997,1,B1,0,2003-02-13 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3040,5, ,S2,4656 PARK AVENUE                         ,            ,10458,2,1,3,5000,5881,1910,1,S2,0,2003-08-18 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3040,15, ,B2,462 EAST 187 STREET                      ,            ,10458,2,0,2,1642,1820,1910,1,B2,0,2003-07-01 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3041,10, ,B2,450 CYRUS PLACE                          ,            ,10458,2,0,2,2500,1960,1910,1,B2,294500,2003-11-18 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3044,167, ,B1,2008 BATHGATE AVENUE                     ,            ,10457,2,0,2,2520,2340,1998,1,B1,300000,2003-10-30 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3046,11, ,B9,2042 WASHINGTON AVENUE                   ,            ,10457,2,0,2,1497,1566,1899,1,B9,0,2003-06-25 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3048,23, ,B3,2194 BATHGATE AVENUE                     ,            ,10457,2,0,2,1712,1580,1901,1,B3,285000,2003-05-02 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,2, ,B2,2188 WASHINGTON AVENUE                   ,            ,10457,2,0,2,1345,2346,1901,1,B2,320000,2003-07-24 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,40, ,B2,493 FLETCHER PLACE                       ,            ,10457,2,0,2,1637,1972,1901,1,B2,290000,2003-12-05 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,82, ,B2,2253 BATHGATE AVENUE                     ,            ,10457,2,0,2,3888,2691,1901,1,B2,345000,2003-12-18 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,82, ,B2,2253 BATHGATE AVENUE                     ,            ,10457,2,0,2,3888,2691,1901,1,B2,122000,2003-08-04 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,94, ,B2,2240 BASSFORD AVENUE                     ,            ,10457,2,0,2,1300,2300,1901,1,B2,356500,2003-12-19 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,94, ,B2,2240 BASSFORD AVENUE                     ,            ,10457,2,0,2,1300,2300,1901,1,B2,325000,2003-06-27 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,94, ,B2,2240 BASSFORD AVENUE                     ,            ,10457,2,0,2,1300,2300,1901,1,B2,0,2003-06-27 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3050,96, ,B2,2244 BASSFORD AVENUE                     ,            ,10457,2,0,2,1450,3549,1901,1,B2,295000,2003-01-31 00:00:00
2,BATHGATE                 ,02  TWO FAMILY HOMES                        ,1,3052,23, ,S2,545 EAST 183 STREET                      ,            ,10458,2,1,3,2000,4200,1931,1,S2,325000,2003-10-16 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3030,168, ,C0,4509 PARK AVENUE                         ,            ,10457,3,0,3,3924,3900,1901,1,C0,315000,2003-06-27 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3037,66, ,C0,456 EAST 182 STREET                      ,            ,10457,3,0,3,2000,3744,1899,1,C0,235013,2003-08-01 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3039,15, ,C0,462 EAST 185 STREET                      ,            ,10458,3,0,3,4600,2652,1931,1,C0,300000,2003-01-29 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3041,8, ,C0,446 CYRUS PLACE                          ,            ,10458,3,0,3,2320,2008,1910,1,C0,100,2003-11-15 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3041,11, ,C0,452 CYRUS PLACE                          ,            ,10458,3,0,3,3742,2280,1910,1,C0,0,2003-05-28 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3041,11, ,C0,452 CYRUS PLACE                          ,            ,10458,3,0,3,3742,2280,1910,1,C0,0,2003-02-03 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3044,51, ,C0,1966 BATHGATE AVENUE                     ,            ,10457,3,0,3,2880,3132,1910,1,C0,340000,2003-07-31 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3048,2, ,C0,2158 BATHGATE AVENUE                     ,            ,10457,3,0,3,2633,1956,1901,1,C0,361101,2003-10-09 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3048,2, ,C0,2158 BATHGATE AVENUE                     ,            ,10457,3,0,3,2633,1956,1901,1,C0,500,2003-04-25 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,2,3050,70, ,D1,2275-77 BATHGATE AVENUE                  ,            ,10457,89,0,89,19749,81676,2007,1,C0,0,2003-07-01 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,84, ,C0,2243 BATHGATE AVENUE                     ,            ,10457,3,0,3,1562,4224,1901,1,C0,421000,2003-12-30 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,84, ,C0,2243 BATHGATE AVENUE                     ,            ,10457,3,0,3,1562,4224,1901,1,C0,125000,2003-06-02 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,84, ,C0,2243 BATHGATE AVENUE                     ,            ,10457,3,0,3,1562,4224,1901,1,C0,35000,2003-06-02 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,92, ,C0,501 EAST 182 STREET                      ,            ,10457,3,0,3,1895,2679,1901,1,C0,275000,2003-01-29 00:00:00
2,BATHGATE                 ,03  THREE FAMILY HOMES                      ,1,3050,137, ,C0,2239 BATHGATE AVENUE                     ,            ,10457,3,0,3,1562,3168,1901,1,C0,375000,2003-12-10 00:00:00
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3031,45, ,B2,412 EAST 187 STREET                      ,            ,10458,2,0,2,1784,3070,2004,1,V0,42500,2003-01-10 00:00:00
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,4,3038,21, ,G7,458 EAST 183 STREET                      ,            ,10458,0,0,0,1485,0,0,1,V2,15500,2003-05-07 00:00:00
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,4,3038,87, ,V1,452 EAST 183 STREET                      ,            ,10458,0,0,0,2500,0,0,1,V0,35000,2003-10-08 00:00:00
2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1,3044,55, ,C0,1974 BATHGATE AVENUE                     ,            ,10457,3,0,3,1497,3616,2008,1,V0,84000,2003-11-12 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2898,29, ,C1,932 EAST 172 STREET                      ,            ,10460,10,0,10,3670,11235,1931,2,C1,0,2003-06-18 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,2924,1, ,C4,501 EAST 176 STREET                      ,            ,10457,6,0,6,1831,6468,1931,2,C4,300000,2003-03-12 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3031,46, ,C1,414 EAST 187 STREET                      ,            ,10458,8,0,8,3577,8490,1909,2,C1,333000,2003-07-07 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3031,53, ,C1,4611 PARK AVENUE                         ,            ,10458,8,0,8,3732,8976,1910,2,C1,0,2003-06-13 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,3037,99, ,C3,2137 WASHINGTON AVENUE                   ,            ,10457,4,0,4,2719,3348,1901,2,C3,340000,2003-11-06 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,3039,67, ,C3,461 EAST 185 STREET                      ,            ,10458,4,0,4,2500,3786,1910,2,C3,180000,2003-10-30 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3040,10, ,C1,452 EAST 187 STREET                      ,            ,10458,27,0,27,5000,22000,1926,2,C1,1079552,2003-10-09 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,3044,52, ,C3,1968 BATHGATE AVENUE                     ,            ,10457,4,0,4,1387,2550,1931,2,C3,0,2003-04-28 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,3044,52, ,C3,1968 BATHGATE AVENUE                     ,            ,10457,4,0,4,1387,2550,1931,2,C3,324503,2003-03-25 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3048,20, ,C1,2190 BATHGATE AVENUE                     ,            ,10457,7,0,7,2417,5400,1931,2,C1,360000,2003-11-10 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,16, ,C7,2260 WASHINGTON AVENUE                   ,            ,10457,20,3,23,5693,16200,1927,2,C7,1350000,2003-06-16 00:00:00
2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3052,3, ,C1,2296 BATHGATE AVENUE                     ,            ,10458,26,0,26,4780,20925,1922,2,C1,1400000,2003-01-09 00:00:00
2,BATHGATE                 ,10  COOPS - ELEVATOR APARTMENTS             ,2,3035,48, ,D4,463 E 178TH ST                           ,            ,10457,0,0,0,0,0,1935,2,D4,0,2003-10-04 00:00:00
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3048,51, ,S4,4415 3 AVENUE                            ,            ,10457,4,1,5,2500,6000,1967,2,S4,340000,2003-09-10 00:00:00
2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3048,52, ,S4,4413 3 AVENUE                            ,            ,10457,4,1,5,2500,6000,1931,2,S4,340000,2003-09-10 00:00:00
2,BATHGATE                 ,21  OFFICE BUILDINGS                        ,4,2908,20, ,O9,450 EAST 176 STREET                      ,            ,10457,0,1,1,3373,1780,1925,4,O9,123600,2003-03-26 00:00:00
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,28, ,K2,1893 WASHINGTON AVENUE                   ,            ,10457,0,1,1,1858,3198,1925,4,K9,320000,2003-01-31 00:00:00
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,29, ,K1,1893 WASHINGTON AVENUE                   ,            ,10457,0,1,1,1451,1451,1952,4,K1,320000,2003-01-31 00:00:00
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,156, ,K1,2276 WEBSTER AVENUE                      ,            ,10457,0,2,2,4024,1584,1931,4,K1,296000,2003-12-10 00:00:00
2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,84, ,K1,505 EAST TREMONT AVENUE                  ,            ,10457,0,2,2,3273,4253,2005,4,K1,151151,2003-12-03 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2900,77, ,F4,4175 PARK AVENUE                         ,            ,10457,0,1,1,19016,15356,1925,4,F4,0,2003-01-23 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2904,10, ,F9,3876-80 PARK AVENUE                      ,            ,10457,0,1,1,7530,17955,1931,4,F9,100000,2003-09-18 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2905,8, ,F4,3940 PARK AVENUE                         ,            ,10457,0,1,1,7575,7575,1925,4,F4,0,2003-04-29 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2905,8, ,F4,3940 PARK AVENUE                         ,            ,10457,0,1,1,7575,7575,1925,4,F4,625000,2003-04-29 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2905,10, ,F4,3940 PARK AVENUE                         ,            ,10457,0,1,1,11250,11250,1925,4,F4,0,2003-04-29 00:00:00
2,BATHGATE                 ,27  FACTORIES                               ,4,2905,10, ,F4,3940 PARK AVENUE                         ,            ,10457,0,1,1,11250,11250,1925,4,F4,625000,2003-04-29 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2907,9, ,G7,4050 PARK AVENUE                         ,            ,10457,0,0,0,4835,0,0,4,G7,44350,2003-05-02 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2909,8, ,G9,4184-86 PARK AVENUE                      ,            ,10457,0,1,1,14884,5000,1976,4,G9,760000,2003-12-09 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3034,15, ,G9,4228-30 PARK AVENUE                      ,            ,10457,0,1,1,8100,7500,1931,4,G9,900000,2003-02-10 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,3, ,G7,443 EAST 178 STREET                      ,            ,10457,0,0,0,1300,0,0,4,G7,25000,2003-05-03 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,4, ,G7,EAST 178 STREET                          ,            ,10457,0,0,0,1299,0,0,4,G7,25000,2003-05-02 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,55, ,G7,EAST 178 STREET                          ,            ,10457,0,0,0,5400,0,0,4,G7,45000,2003-06-23 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,60, ,G7,EAST 178 STREET                          ,            ,10457,0,0,0,1299,0,0,4,G7,0,2003-05-03 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,61, ,G7,449 EAST 178 STREET                      ,            ,10457,0,0,0,1287,0,0,4,G7,0,2003-05-02 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3037,50, ,G7,4448 PARK AVENUE                         ,            ,10457,0,0,0,7050,0,0,4,G7,400000,2003-01-07 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,2,3038,29, ,D1,2271-73 WASHINGTON AVENUE                ,            ,10457,118,0,118,31412,111767,2008,4,G6,300000,2003-09-22 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3038,31, ,  ,2269 WASHINGTON AVENUE                   ,            ,10457,0,0,0,0,0,0,4,G7,50000,2003-10-22 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3038,32, ,  ,2269 WASHINGTON AVENUE                   ,            ,10457,0,0,0,0,0,0,4,G7,50000,2003-10-22 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3040,1, ,  ,443 EAST 186 STREET                      ,            ,10458,0,0,0,0,0,0,4,G7,800000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,2,3040,3, ,D1,4648 PARK AVENUE                         ,            ,10458,70,0,70,20000,80658,2004,4,G7,675000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3040,4, ,  ,4648 PARK AVENUE                         ,            ,10458,0,0,0,0,0,0,4,G7,675000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3040,33, ,  ,443 EAST 186 STREET                      ,            ,10458,0,0,0,0,0,0,4,G7,800000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3040,35, ,  ,443 EAST 186 STREET                      ,            ,10458,0,0,0,0,0,0,4,G7,800000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,  ,3040,48, ,  ,4648 PARK AVENUE                         ,            ,10458,0,0,0,0,0,0,4,G7,675000,2003-12-18 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,1,3041,6, ,C0,442 CYRUS PLACE                          ,            ,10458,3,0,3,1404,4500,2004,4,G7,55100,2003-10-02 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3047,3, ,G2,2106 WASHINGTON AVENUE                   ,            ,10457,0,1,1,4841,2184,1936,4,G2,237500,2003-02-10 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3047,5, ,G7,WASHINGTON AVENUE                        ,            ,10457,0,0,0,3913,0,0,4,G7,0,2003-02-10 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3052,29, ,E9,4561 3 AVENUE                            ,            ,10458,0,2,2,3112,3112,1931,4,G9,0,2003-10-02 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3052,30, ,H4,2330 BATHGATE AVENUE                     ,            ,10458,26,0,26,4350,14533,2009,4,G2,280000,2003-10-24 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3053,18, ,G7,2299 BATHGATE AVENUE                     ,            ,10458,0,0,0,1127,0,0,4,G6,60000,2003-02-06 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3053,19, ,G7,2299 BATHGATE AVENUE                     ,            ,10458,0,0,0,1133,0,0,4,G6,60000,2003-02-06 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3053,20, ,G7,2299 BATHGATE AVENUE                     ,            ,10458,0,0,0,1073,0,0,4,G6,60000,2003-02-06 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3053,21, ,G7,2293 BATHGATE AVENUE                     ,            ,10458,0,0,0,1127,0,0,4,G6,0,2003-02-06 00:00:00
2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3053,71, ,G7,WASHINGTON AVENUE                        ,            ,10458,0,0,0,2090,0,0,4,G7,14000,2003-01-29 00:00:00
2,BATHGATE                 ,30  WAREHOUSES                              ,4,3029,15, ,K2,2044 WEBSTER AVENUE                      ,            ,10457,0,1,1,66181,55986,1931,4,E1,1148400,2003-12-18 00:00:00
2,BATHGATE                 ,30  WAREHOUSES                              ,4,3034,12, ,E1,4228-30 PARK AVENUE                      ,            ,10457,0,1,1,8775,5980,1925,4,E1,900000,2003-02-10 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2909,26, ,Z9,1893 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2673,0,0,4,V1,320000,2003-01-31 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,2A,2912,25, ,S4,3827 3 AVENUE                            ,            ,10457,4,1,5,2000,3233,2011,4,V1,175000,2003-03-10 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,  ,2924,23, ,  ,4199-01 3 AVENUE                         ,            ,10457,0,0,0,0,0,0,4,V1,150000,2003-06-05 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3029,52, ,E9,4341-45 PARK AVENUE                      ,            ,10457,0,1,1,8480,1570,2011,4,V1,51600,2003-12-15 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,  ,3033,9, ,  ,2504 WEBSTER AVENUE                      ,            ,10458,0,0,0,0,0,0,4,V1,380000,2003-03-10 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,1,3035,54, ,C0,EAST 178 STREET                          ,            ,10457,3,0,3,1800,4694,2007,4,V9,31000,2003-03-11 00:00:00
2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,  ,3038,19, ,  ,EAST 183 STREET                          ,            ,10458,0,0,0,0,0,0,4,V1,17200,2003-06-18 00:00:00
