Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5391,8, ,A5,4730 AMBOY ROAD                          ,            ,10312,1,0,1,3149,1110,2002,1,A5,353886,2003-01-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5391,12, ,A5,4718 AMBOY ROAD                          ,            ,10312,1,0,1,1746,1110,2002,1,A5,310000,2003-07-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5391,13, ,A5,4716 AMBOY ROAD                          ,            ,10312,1,0,1,1871,1110,2002,1,A5,299130,2003-09-05 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5391,15, ,A5,4714 AMBOY ROAD                          ,            ,10312,1,0,1,4678,1110,2002,1,A5,304099,2003-09-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5395,15, ,A1,10 EDWIN STREET                          ,            ,10312,1,0,1,7000,2200,1980,1,A1,0,2003-09-17 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5400,20, ,A1,5 JANSEN STREET                          ,            ,10312,1,0,1,10000,3344,1980,1,A1,795000,2003-05-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5403,33, ,A1,91 NOEL STREET                           ,            ,10312,1,0,1,7500,6500,2002,1,A1,0,2003-01-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5404,18, ,A2,1610 LENZIE STREET                       ,            ,10312,1,0,1,7500,2128,1970,1,A2,625000,2003-02-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5406,35, ,A1,103 ELMBANK STREET                       ,            ,10312,1,0,1,2500,1700,1999,1,A1,0,2003-09-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5407,36, ,A1,183 BATHGATE STREET                      ,            ,10312,1,0,1,3700,4400,2004,1,A1,352000,2003-01-22 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5407,36, ,A1,183 BATHGATE STREET                      ,            ,10312,1,0,1,3700,4400,2004,1,A1,352000,2003-01-22 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5426,14, ,A1,17 OCEAN DRIVEWAY                        ,            ,10312,1,0,1,7500,2556,1920,1,A1,550000,2003-03-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5426,37, ,A2,19 OCEAN DRIVEWAY                        ,            ,10312,1,0,1,2500,1180,1910,1,A2,50000,2003-03-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,37, ,A5,51 EAGAN AVENUE                          ,            ,10312,1,0,1,1589,1579,1986,1,A5,273000,2003-08-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,58, ,A5,32 SEGUINE PLACE                         ,            ,10312,1,0,1,1471,1068,1986,1,A5,260000,2003-09-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,61, ,A5,28 SEGUINE PLACE                         ,            ,10312,1,0,1,1755,1320,1986,1,A5,280000,2003-05-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,77, ,A5,8 SEGUINE PLACE                          ,            ,10312,1,0,1,1471,1555,1986,1,A5,19200,2003-02-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6211,14, ,A5,19 EAGAN AVENUE                          ,            ,10312,1,0,1,1508,1521,1986,1,A5,0,2003-06-18 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6211,23, ,A5,3 EAGAN AVENUE                           ,            ,10312,1,0,1,1508,1521,1986,1,A5,247400,2003-02-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,46, ,A5,44,            ,10312,1,0,1,2700,2200,2000,1,A5,365000,2003-07-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,48, ,A5,38,            ,10312,1,0,1,2600,2200,2000,1,A5,382000,2003-07-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,84, ,A1,1080 ARDEN AVENUE                        ,            ,10312,1,0,1,4000,1820,1970,1,A1,0,2003-03-18 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6212,115, ,V0,1160 ARDEN AVENUE                        ,            ,10312,0,0,0,11376,0,0,1,A1,780000,2003-05-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6214,47, ,A1,76 EAGAN AVENUE                          ,            ,10312,1,0,1,10000,1718,1955,1,A2,10,2003-01-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6215,35, ,A1,124 FABIAN STREET                        ,            ,10312,1,0,1,7500,3664,1965,1,A1,0,2003-06-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6216,37, ,A5,18 EAGAN AVENUE                          ,            ,10312,1,0,1,1333,1515,1994,1,A5,0,2003-07-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6217,27, ,A1,2 FABIAN STREET                          ,            ,10312,1,0,1,4353,1673,1925,1,A1,395736,2003-10-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6217,29, ,A5,4 FABIAN STREET                          ,            ,10312,1,0,1,2500,2208,2001,1,A5,405600,2003-11-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,32, ,A5,22 LORRAINE AVENUE                       ,            ,10312,1,0,1,2432,1816,2002,1,A5,354799,2003-12-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,33, ,A5,24 LORRAINE AVENUE                       ,            ,10312,1,0,1,2432,1816,2002,1,A5,344659,2003-12-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,34, ,A5,26 LORRAINE AVENUE                       ,            ,10312,1,0,1,2431,1816,2002,1,A5,344459,2003-12-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,35, ,A5,28 LORRAINE AVENUE                       ,            ,10312,1,0,1,2415,1816,2002,1,A5,344659,2003-12-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6221,40, ,A5,4 RALPH AVENUE                           ,            ,10312,1,0,1,2320,1170,1991,1,A5,178080,2003-05-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,  ,6222,25, ,  ,36 JEANNETTE AVENUE                      ,            ,10312,0,0,0,0,0,0,1,A1,210500,2003-07-17 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,  ,6225,29, ,  ,801 ANNADALE ROAD                        ,            ,10312,0,0,0,0,0,0,1,A1,800000,2003-04-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6226,115, ,A1,973 CARLTON BOULEVARD                    ,            ,10312,1,0,1,13561,1484,1915,1,A1,0,2003-11-15 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6227,47, ,B2,792 ARDEN AVENUE                         ,            ,10312,2,0,2,5850,3900,2004,1,A1,310000,2003-11-04 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6228,19, ,A2,170 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8000,1189,1925,1,A2,359000,2003-08-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6229,68, ,A1,165 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2872,1915,1,A1,255000,2003-03-10 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,13, ,A0,178 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1251,1960,1,A2,400000,2003-05-02 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,50, ,A1,630 ARDEN AVENUE                         ,            ,10312,1,0,1,3480,1664,1980,1,A1,0,2003-09-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,74, ,A2,998 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,3600,984,1960,1,A2,380000,2003-12-22 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,74, ,A2,998 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,3600,984,1960,1,A2,0,2003-04-29 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6233,72, ,A1,169 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1924,1925,1,A1,320500,2003-07-31 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6234,68, ,A1,209 RENSSELAER AVENUE                    ,            ,10312,1,0,1,4000,3050,1997,1,A1,565000,2003-08-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6235,4, ,A1,345 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,1624,1975,1,A1,500000,2003-07-31 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6235,67, ,A2,223 SHELDON AVENUE                       ,            ,10312,1,0,1,8000,840,1945,1,A2,95000,2003-01-30 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6236,6, ,A1,381 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,3960,1416,1940,1,A1,0,2003-01-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6236,37, ,A1,154 STAFFORD AVENUE                      ,            ,10312,1,0,1,4000,1488,1935,1,A2,0,2003-07-30 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6236,41, ,A1,516 ARDEN AVENUE                         ,            ,10312,1,0,1,6000,1306,1935,1,A1,425000,2003-10-22 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6239,83, ,A1,257 CROWN AVENUE                         ,            ,10312,1,0,1,9600,1728,1975,1,A1,0,2003-09-22 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,108, ,A1,7 FURMAN STREET                          ,            ,10312,1,0,1,6400,2076,1970,1,A1,0,2003-09-03 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,143, ,A1,18 HILLIS STREET                         ,            ,10312,1,0,1,4905,2848,1960,1,A1,800000,2003-12-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6249,214, ,V0,1002 ANNADALE ROAD                       ,            ,10312,0,0,0,40000,0,0,1,A2,0,2003-12-29 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,282, ,A2,117 NORTH PINE TERRACE                   ,            ,10312,1,0,1,5376,1584,1965,1,A2,400000,2003-03-26 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,414, ,A2,924 ANNADALE ROAD                        ,            ,10312,1,0,1,4879,2088,1965,1,A2,0,2003-09-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,4,6249,421, ,O9,908 ANNADALE ROAD                        ,            ,10312,0,2,2,3795,1850,1899,1,A1,330000,2003-06-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,700, ,A1,77 BENNETT AVENUE                        ,            ,10312,1,0,1,8322,2144,1986,1,A1,555000,2003-01-21 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6254,12, ,A2,116 NORTH RAILROAD ST                    ,            ,10312,1,0,1,4000,1222,1970,1,A2,0,2003-04-30 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,20, ,A2,EDGEGROVE AVENUE                         ,            ,10312,1,0,1,8000,1033,1899,1,A2,0,2003-05-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,22, ,A1,220 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,24000,2396,1925,1,A1,0,2003-10-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6261,29, ,A1,213 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,10500,1680,1925,1,A1,100000,2003-04-17 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6264,33, ,B2,204 RATHBUN AVENUE                       ,            ,10312,2,0,2,6000,5794,2004,1,A2,360000,2003-02-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6265,13, ,A1,247 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,3474,1920,1,A1,90000,2003-08-18 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6265,25, ,B2,221 RATHBUN AVENUE                       ,            ,10312,2,0,2,4000,3190,2004,1,A2,530000,2003-10-27 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6266,33, ,B2,324 JEFFERSON BOULEVARD                  ,            ,10312,2,0,2,4000,3000,2004,1,A1,300000,2003-01-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6269,3, ,A2,289 STAFFORD AVENUE                      ,            ,10312,1,0,1,4000,1856,1970,1,A2,0,2003-04-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6278,60, ,A1,342 IONIA AVENUE                         ,            ,10312,1,0,1,4000,2340,1960,1,A2,320000,2003-09-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6280,35, ,A2,157 NORTH RAILROAD ST                    ,            ,10312,1,0,1,4080,1596,1955,1,A2,455000,2003-12-17 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6280,61, ,A2,19 IDA COURT                             ,            ,10312,1,0,1,4050,2002,1975,1,A2,372000,2003-01-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6281,10, ,A1,876 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,4212,3480,1974,1,A1,325000,2003-11-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6281,49, ,A1,403 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2810,1976,1,A1,0,2003-03-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6283,31, ,A1,263 IONIA AVENUE                         ,            ,10312,1,0,1,5700,2420,1985,1,A1,0,2003-07-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6296,66, ,A2,519 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1968,1970,1,S1,400000,2003-11-04 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6297,10, ,A2,460 LAMONT AVENUE                        ,            ,10312,1,0,1,6000,2232,1970,1,A2,530000,2003-10-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6297,68, ,A2,293 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1269,1955,1,A2,0,2003-10-14 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,3, ,A2,120 RAMONA AVENUE                        ,            ,10312,1,0,1,4000,2220,1974,1,A2,449900,2003-10-15 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6299,36, ,A2,65 RAMONA AVENUE                         ,            ,10312,1,0,1,4000,2180,1975,1,A2,330000,2003-03-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6300,9, ,A1,460 RENSSELAER AVENUE                    ,            ,10312,1,0,1,10000,1950,1970,1,A1,10,2003-08-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6300,9, ,A1,460 RENSSELAER AVENUE                    ,            ,10312,1,0,1,10000,1950,1970,1,A1,10,2003-03-14 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6302,11, ,A1,440 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4000,2160,1985,1,A1,0,2003-07-03 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6304,44, ,B3,345 STAFFORD AVENUE                      ,            ,10312,2,0,2,10000,3967,1980,1,A1,0,2003-03-05 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6304,50, ,A1,351 STAFFORD AVENUE                      ,            ,10312,1,0,1,4000,2504,1980,1,A1,590000,2003-09-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6305,103, ,A3,353 VINELAND AVENUE                      ,            ,10312,1,0,1,5000,3150,1991,1,A3,755000,2003-06-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6321,11, ,A1,11 ALVINE AVENUE                         ,            ,10312,1,0,1,7250,3840,2004,1,A1,0,2003-12-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6321,20, ,A1,5197 AMBOY ROAD                          ,            ,10312,1,0,1,4800,1100,1945,1,A1,0,2003-06-18 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6349,21, ,A3,490 HAROLD AVENUE                        ,            ,10312,1,0,1,7058,4960,1988,1,A3,0,2003-08-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6350,26, ,A3,132 BENNETT PLACE                        ,            ,10312,1,0,1,9975,4936,1989,1,A3,1323725,2003-07-16 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6352,52, ,A3,80 BAYVIEW TERRACE                       ,            ,10312,1,0,1,6005,7580,1988,1,A3,975000,2003-09-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6353,30, ,A1,119 RYAN PLACE                           ,            ,10312,1,0,1,9900,3100,1984,1,A1,960000,2003-12-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6354,29, ,A1,685 BARCLAY AVENUE                       ,            ,10312,1,0,1,4000,2300,1980,1,A1,0,2003-06-10 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6363,18, ,A1,310 SHIRLEY AVENUE                       ,            ,10312,1,0,1,4000,3060,2003,1,A1,550000,2003-04-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6366,5, ,A3,515 BARCLAY AVENUE                       ,            ,10312,1,0,1,8207,5800,2003,1,A3,150000,2003-11-01 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6367,7, ,A1,273 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,3920,2950,1999,1,A1,590000,2003-03-27 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6367,9, ,A1,269 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,1920,3385,1991,1,A1,575000,2003-08-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6368,21, ,A1,64 JANSEN STREET                         ,            ,10312,1,0,1,6000,1820,1975,1,A1,565000,2003-08-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6368,21, ,A1,64 JANSEN STREET                         ,            ,10312,1,0,1,6000,1820,1975,1,A1,0,2003-07-24 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6368,34, ,A1,49 WEAVER STREET                         ,            ,10312,1,0,1,9800,2944,1975,1,A1,0,2003-09-30 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6368,49, ,A1,77 WEAVER STREET                         ,            ,10312,1,0,1,6000,2467,1975,1,A1,20000,2003-01-30 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6369,1, ,A2,237 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,10200,4833,1984,1,A2,0,2003-11-03 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6371,21, ,A2,138 JANSEN STREET                        ,            ,10312,1,0,1,6300,2034,1970,1,A1,525000,2003-02-05 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6371,30, ,A1,122 JANSEN STREET                        ,            ,10312,1,0,1,4000,2208,1970,1,A1,0,2003-09-15 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6371,30, ,A1,122 JANSEN STREET                        ,            ,10312,1,0,1,4000,2208,1970,1,A1,0,2003-09-15 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6371,52, ,A1,121 WEAVER STREET                        ,            ,10312,1,0,1,9500,2496,1970,1,A1,150000,2003-08-21 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6372,49, ,A2,111 JANSEN STREET                        ,            ,10312,1,0,1,6000,2002,1970,1,A1,553000,2003-10-01 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6377,52, ,A1,115 SANDBORN STREET                      ,            ,10312,1,0,1,12000,3540,1980,1,A1,0,2003-01-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,33, ,A3,106 TALLMAN STREET                       ,            ,10312,1,0,1,4000,5400,2002,1,A3,0,2003-05-10 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,55, ,A1,117 EYLANDT STREET                       ,            ,10312,1,0,1,4000,2400,1987,1,A1,580000,2003-08-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,57, ,A9,119 EYLANDT STREET                       ,            ,10312,1,0,1,4000,1880,1987,1,A9,565000,2003-03-19 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,63, ,A1,131 EYLANDT STREET                       ,            ,10312,1,0,1,4000,2192,1988,1,A1,545000,2003-01-16 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,  ,6393,7, ,  ,487 LIPSETT AVENUE                       ,            ,10312,0,0,0,0,0,0,1,A1,0,2003-10-20 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6399,14, ,A1,88 ALLEN PLACE                           ,            ,10312,1,0,1,3200,2340,1999,1,A1,0,2003-02-11 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6401,31, ,A1,15 ALLEN PLACE                           ,            ,10312,1,0,1,8000,2560,1950,1,A1,0,2003-01-21 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6402,39, ,A2,10 ALLEN PLACE                           ,            ,10312,1,0,1,6000,2040,1952,1,A2,0,2003-05-29 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6402,53, ,B2,ALLEN PLACE                              ,            ,10312,2,0,2,4000,3140,2004,1,A2,550500,2003-11-05 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6406,47, ,A9,274 NOEL STREET                          ,            ,10312,1,0,1,8374,4000,1987,1,A9,865000,2003-08-14 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6407,47, ,A3,430 SHIRLEY AVENUE                       ,            ,10312,1,0,1,8534,4800,1987,1,A3,0,2003-10-02 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6424,20, ,A1,244 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2100,1975,1,A1,480000,2003-06-23 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6429,90, ,A3,25,            ,10312,1,0,1,12695,5845,2000,1,A3,0,2003-03-27 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6431,1, ,V0,1 SPANISH LANE                           ,            ,10312,0,0,0,1265461,0,0,1,A3,0,2003-12-16 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6442,41, ,A3,257 POILLON AVENUE                       ,            ,10312,1,0,1,8376,6453,1950,1,A2,0,2003-07-28 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6442,134, ,B2,37 NEWTON STREET                         ,            ,10312,2,0,2,7550,4741,1960,1,A2,365000,2003-05-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6452,13, ,A6,20 ZEPHYR AVENUE                         ,            ,10312,1,0,1,3795,480,1920,1,A6,339900,2003-09-18 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6454,3, ,A1,474 PHILIP AVENUE                        ,            ,10312,1,0,1,3690,1456,1970,1,A1,0,2003-07-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6454,3, ,A1,474 PHILIP AVENUE                        ,            ,10312,1,0,1,3690,1456,1970,1,A1,445000,2003-04-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6456,1, ,A1,40 LYNCH STREET                          ,            ,10312,1,0,1,5940,2445,1970,1,A1,0,2003-08-25 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6456,42, ,A1,429 BERTRAM AVENUE                       ,            ,10312,1,0,1,11340,3878,1997,1,A1,799000,2003-07-16 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,75, ,A3,15 NICOLOSI LOOP                         ,            ,10312,1,0,1,12264,7650,1988,1,A3,1675000,2003-03-06 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,155, ,A3,155 NICOLOSI DRIVE                       ,            ,10312,1,0,1,21480,9375,1988,1,A3,0,2003-06-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,165, ,A3,545 ARBUTUS AVENUE                       ,            ,10312,1,0,1,10100,5432,1989,1,A3,1750000,2003-11-12 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,65, ,A3,45 WENDY DRIVE                           ,            ,10312,1,0,1,14820,3966,1985,1,A9,975000,2003-03-13 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6511,107, ,B2,5190 AMBOY ROAD                          ,            ,10312,2,0,2,3523,3448,2004,1,A1,427000,2003-04-09 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6517,49, ,A1,21 ARBUTUS WAY                           ,            ,10312,1,0,1,12500,4030,1982,1,A1,800000,2003-10-07 00:00:00
5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6523,13, ,B3,139 ARBUTUS AVENUE                       ,            ,10312,2,0,2,11343,6463,1945,1,A2,420000,2003-02-05 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5407,3, ,A1,124 ELMBANK STREET                       ,            ,10312,1,0,1,5000,3600,2001,1,B2,750000,2003-11-03 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5407,17, ,B1,92 ELMBANK STREET                        ,            ,10312,2,0,2,5000,2240,1975,1,B1,570000,2003-11-12 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5407,25, ,B2,161 BATHGATE STREET                      ,            ,10312,2,0,2,5000,2260,1976,1,B2,0,2003-12-23 00:00:00
5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5408,19, ,B9,166 BATHGATE STREET                      ,            ,10312,2,0,2,3825,2238,1995,1,B9,435000,2003-07-10 00:00:00
