Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1452,6, ,A2,73 GLASCOE AVENUE                        ,            ,10314,1,0,1,4484,1647,1970,1,A1,350000,2003-02-13 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1454,14, ,A1,304 GARRISON AVENUE                      ,            ,10314,1,0,1,8350,2256,1970,1,A1,0,2003-06-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1455,8, ,A2,101 GLASCOE AVENUE                       ,            ,10314,1,0,1,4480,2099,1980,1,A1,470000,2003-05-29 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1455,12, ,B2,93 GLASCOE AVENUE                        ,            ,10314,2,0,2,4120,2000,1980,1,A1,475000,2003-04-17 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1457,19, ,A2,292 LATHROP AVENUE                       ,            ,10314,1,0,1,3750,960,1970,1,A2,310000,2003-03-26 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1459,15, ,A1,328 LATHROP AVENUE                       ,            ,10302,1,0,1,4503,3525,2005,1,A2,360000,2003-10-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1460,9, ,A2,91 BRYSON AVENUE                         ,            ,10302,1,0,1,4600,930,1940,1,A2,0,2003-10-13 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1461,15, ,A2,187 WILLOWBROOK ROAD                     ,            ,10302,1,0,1,4450,960,1955,1,A2,0,2003-02-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1463,8, ,A1,271 WATERS AVENUE                        ,            ,10314,1,0,1,2375,1044,1930,1,A1,290000,2003-01-13 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1464,4, ,A2,241 CRYSTAL AVENUE                       ,            ,10302,1,0,1,4042,1216,1945,1,A2,0,2003-10-08 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1464,40, ,A2,160 MULLER AVENUE                        ,            ,10314,1,0,1,8550,900,1945,1,A2,250000,2003-06-26 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1467,12, ,A2,247 WILLOWBROOK ROAD                     ,            ,10302,1,0,1,4250,664,1940,1,A2,335000,2003-09-11 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1470,20, ,A1,183 GLASCOE AVENUE                       ,            ,10314,1,0,1,4500,900,1955,1,A1,0,2003-10-09 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1470,20, ,A1,183 GLASCOE AVENUE                       ,            ,10314,1,0,1,4500,900,1955,1,A1,0,2003-10-09 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1471,10, ,A1,195 MULLER AVENUE                        ,            ,10314,1,0,1,2850,1902,1975,1,A1,377400,2003-02-21 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1473,1, ,A2,286 CRYSTAL AVENUE                       ,            ,10302,1,0,1,4046,1210,1945,1,A2,370000,2003-09-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1473,32, ,A2,266 CRYSTAL AVENUE                       ,            ,10302,1,0,1,4320,1160,1945,1,A2,0,2003-03-17 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1474,12, ,A1,183 BRYSON AVENUE                        ,            ,10302,1,0,1,5000,1944,1960,1,A1,0,2003-11-18 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1474,20, ,A1,165 BRYSON AVENUE                        ,            ,10302,1,0,1,2500,1950,2002,1,A1,354900,2003-07-02 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1474,21, ,A2,348 WATERS AVENUE                        ,            ,10302,1,0,1,4600,942,1945,1,A2,0,2003-04-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1475,15, ,A2,277 WILLOWBROOK ROAD                     ,            ,10302,1,0,1,5000,900,1955,1,A2,0,2003-07-02 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1475,32, ,A1,178 BRYSON AVENUE                        ,            ,10302,1,0,1,4100,2083,1955,1,A2,330000,2003-12-22 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,  ,1476,95, ,  ,56 WILLOWBROOK ROAD                      ,            ,10302,0,0,0,0,0,0,1,A1,343746,2003-10-16 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,323, ,A2,7 WILLOWBROOK COURT                      ,            ,10302,1,0,1,3200,2104,1945,1,A2,90000,2003-05-02 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,458, ,A2,27 HOUSTON STREET                        ,            ,10302,1,0,1,4704,1543,1945,1,A2,200000,2003-09-26 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,465, ,A2,45 HOUSTON STREET                        ,            ,10302,1,0,1,5424,1914,1950,1,A2,360000,2003-12-19 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,492, ,A9,97 HOUSTON STREET                        ,            ,10302,1,0,1,2575,1230,1970,1,A9,95000,2003-12-30 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,516, ,A5,34 HOUSTON LANE                          ,            ,10302,1,0,1,1373,1590,1991,1,A5,245000,2003-03-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,517, ,A5,36 HOUSTON LANE                          ,            ,10302,1,0,1,1371,1590,1991,1,A5,225000,2003-02-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1478,522, ,A5,46 HOUSTON LANE                          ,            ,10302,1,0,1,1350,1590,1991,1,A5,265000,2003-11-24 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1481,62, ,A1,30 HOME PLACE                            ,            ,10302,1,0,1,3500,1144,1925,1,A1,0,2003-02-26 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1481,70, ,A1,12 HOME PLACE                            ,            ,10302,1,0,1,4000,1978,1925,1,A1,0,2003-12-02 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1481,85, ,A1,29 HOME PLACE                            ,            ,10302,1,0,1,3800,1200,1925,1,A1,370000,2003-05-15 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1481,108, ,A1,53 LYON PLACE                            ,            ,10314,1,0,1,3720,1729,1970,1,A1,457000,2003-10-17 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1481,118, ,A1,73 LYON PLACE                            ,            ,10314,1,0,1,9360,1524,1970,1,A1,440000,2003-08-13 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1482,49, ,A1,89 DEVENS STREET                         ,            ,10314,1,0,1,4845,1752,1980,1,A1,542000,2003-10-07 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1483,40, ,A2,131 LEVIT AVENUE                         ,            ,10314,1,0,1,4120,1920,1970,1,A2,410000,2003-08-14 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1484,53, ,A9,108 LEVIT AVENUE                         ,            ,10314,1,0,1,2500,1328,1970,1,A9,325000,2003-11-20 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1485,166, ,A1,77 LEVIT AVENUE                          ,            ,10314,1,0,1,8300,1776,1970,1,A1,0,2003-06-22 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1485,324, ,A2,10 LYON PLACE                            ,            ,10314,1,0,1,5035,1040,1955,1,A2,0,2003-06-23 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1494,15, ,A2,577 WATCHOGUE ROAD                       ,            ,10314,1,0,1,7150,884,1930,1,A2,0,2003-11-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1501,28, ,A2,354 WILLOWBROOK ROAD                     ,            ,10314,1,0,1,5166,938,1945,1,A2,260000,2003-04-23 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1501,36, ,A1,372 WILLOWBROOK ROAD                     ,            ,10314,1,0,1,7500,2797,1945,1,A2,386000,2003-12-16 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1501,119, ,A1,12 HAWTHORNE AVENUE                      ,            ,10314,1,0,1,2800,1292,1920,1,A1,0,2003-09-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1501,120, ,A1,14 HAWTHORNE AVENUE                      ,            ,10314,1,0,1,2800,1252,1920,1,A1,200000,2003-06-17 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,62, ,A9,127 HAWTHORNE AVENUE                     ,            ,10314,1,0,1,2470,1242,1970,1,A9,360000,2003-03-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,62, ,A9,127 HAWTHORNE AVENUE                     ,            ,10314,1,0,1,2470,1242,1970,1,A9,1,2003-03-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,65, ,A5,119 HAWTHORNE AVENUE                     ,            ,10314,1,0,1,2470,1242,1970,1,A9,309000,2003-11-19 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,67, ,A5,34 FRANCINE LANE                         ,            ,10314,1,0,1,1616,2016,1989,1,A5,295000,2003-04-17 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,69, ,A5,30 FRANCINE LANE                         ,            ,10314,1,0,1,1548,2016,1989,1,A5,0,2003-09-08 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,72, ,A5,24 FRANCINE LANE                         ,            ,10314,1,0,1,1584,1344,1989,1,A5,0,2003-03-05 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,85, ,A1,420 WILLOWBROOK ROAD                     ,            ,10314,1,0,1,5940,1752,1940,1,A1,380000,2003-11-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,88, ,A5,432 WILLOWBROOK ROAD                     ,            ,10314,1,0,1,2744,1668,1970,1,A9,330000,2003-03-24 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1504,98, ,A1,446 WILLOWBROOK ROAD                     ,            ,10314,1,0,1,3920,2484,1965,1,A1,350000,2003-07-30 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1508,66, ,A2,64 CANTERBURY AVENUE                     ,            ,10314,1,0,1,6100,1040,1945,1,A2,0,2003-05-19 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1508,68, ,A2,70 CANTERBURY AVENUE                     ,            ,10314,1,0,1,6200,1040,1945,1,A2,0,2003-05-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1508,86, ,B9,564 WATCHOGUE ROAD                       ,            ,10314,2,0,2,2575,1800,2003,1,A2,315000,2003-06-27 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1508,138, ,A2,25 CANTERBURY AVENUE                     ,            ,10314,1,0,1,5000,1040,1955,1,A2,0,2003-07-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1520,6, ,A5,1 MONTAUK PLACE                          ,            ,10314,1,0,1,3117,1579,2003,1,A2,730000,2003-07-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1521,16, ,A1,23 WYONA AVENUE                          ,            ,10314,1,0,1,4000,2088,1965,1,A1,360000,2003-09-26 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1521,20, ,A5,29 WYONA AVENUE                          ,            ,10314,1,0,1,3000,3000,1989,1,A5,390000,2003-08-29 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1521,35, ,A5,40 MONTAUK PLACE                         ,            ,10314,1,0,1,3000,1456,1985,1,A5,0,2003-12-15 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1521,46, ,A2,20 MONTAUK PLACE                         ,            ,10314,1,0,1,4000,2093,1965,1,A2,0,2003-02-25 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1522,42, ,A2,210 AUBURN AVENUE                        ,            ,10314,1,0,1,8000,1500,1955,1,A2,275000,2003-07-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1522,60, ,A1,220 HAWTHORNE AVENUE                     ,            ,10314,1,0,1,4000,2042,1965,1,A1,395000,2003-10-20 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,10, ,A5,109 WYONA AVENUE                         ,            ,10314,1,0,1,1350,1600,1990,1,A5,282475,2003-08-14 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,12, ,A2,269 CAMBRIDGE AVENUE                     ,            ,10314,1,0,1,4000,1716,1965,1,A2,420000,2003-06-16 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,14, ,A2,265 CAMBRIDGE AVENUE                     ,            ,10314,1,0,1,4000,912,1955,1,A2,270000,2003-02-03 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,59, ,A5,300A-02 WOODBINE AVENUE                  ,            ,10314,1,0,1,1383,1800,1989,1,A5,240000,2003-04-09 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,161, ,A5,306-08 WOODBINE AVENUE                   ,            ,10314,1,0,1,1383,1800,1989,1,A5,253000,2003-09-05 00:00:00
5,WESTERLEIGH              ,01  ONE FAMILY HOMES                        ,1,1524,162, ,A5,310 WOODBINE AVENUE                      ,            ,10314,1,0,1,2233,1800,1989,1,A5,270000,2003-10-15 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,387,1, ,A1,53 VELTMAN AVENUE                        ,            ,10302,1,0,1,6000,2700,1899,1,B3,280000,2003-02-21 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,388,72, ,B2,480 JEWETT AVENUE                        ,            ,10302,2,0,2,4273,2064,1965,1,B2,117226,2003-01-07 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,388,74, ,B2,484 JEWETT AVENUE                        ,            ,10302,2,0,2,4348,2064,1965,1,B2,0,2003-09-04 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,388,89, ,B2,500-02 JEWETT AVENUE                     ,            ,10302,2,0,2,5500,1030,1910,1,B2,300000,2003-02-10 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,389,3, ,S2,1376 FOREST AVENUE                       ,            ,10302,2,1,3,3375,3150,1931,1,S2,0,2003-02-26 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,391,316, ,B2,49 MARIANNE STREET                       ,            ,10302,2,0,2,5336,2772,1975,1,B2,477500,2003-04-17 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,391,413, ,B2,54 NORTH AVENUE                          ,            ,10302,2,0,2,6968,2592,1970,1,B2,746000,2003-12-27 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,392,15, ,B2,14 CLARK PLACE                           ,            ,10302,2,0,2,2500,1160,1920,1,B2,270000,2003-12-09 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,393,30, ,B3,11 CLARK PLACE                           ,            ,10302,2,0,2,3162,1248,1920,1,B3,325000,2003-08-19 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,394,110, ,A2,14 GALLOWAY AVENUE                       ,            ,10302,1,0,1,4040,2300,1970,1,B3,400000,2003-05-20 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,396,10, ,B3,111 FISKE AVENUE                         ,            ,10314,2,0,2,3120,2170,1915,1,B3,383000,2003-02-26 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,396,12, ,B3,109 FISKE AVENUE                         ,            ,10314,2,0,2,3160,2347,1920,1,B3,0,2003-04-11 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,398,15, ,B2,161 FISKE AVENUE                         ,            ,10314,2,0,2,3080,2812,1920,1,B2,460000,2003-03-14 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,398,17, ,B2,157 FISKE AVENUE                         ,            ,10314,2,0,2,3160,2812,1920,1,B2,439000,2003-09-22 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,398,56, ,B2,174 WARDWELL AVENUE                      ,            ,10314,2,0,2,3300,1780,1899,1,B2,285000,2003-04-29 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,400,28, ,B2,400 COLLEGE AVENUE                       ,            ,10314,2,0,2,4026,2910,1920,1,B2,420000,2003-04-15 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,407,5, ,B2,151 GARRISON AVENUE                      ,            ,10314,2,0,2,4292,2016,1930,1,B2,0,2003-11-29 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,407,11, ,B2,159 GARRISON AVENUE                      ,            ,10314,2,0,2,4366,1728,1960,1,B2,430500,2003-08-20 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,408,5, ,B2,143 DICKIE AVENUE                        ,            ,10314,2,0,2,3240,2534,1925,1,B2,420000,2003-09-10 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,408,17, ,B2,136 BIDWELL AVENUE                       ,            ,10314,2,0,2,3080,1512,1925,1,B2,0,2003-07-19 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,409,9, ,B2,157 SPRINGFIELD AVENUE                   ,            ,10314,2,0,2,2600,1680,1960,1,B2,0,2003-11-12 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,409,9, ,B2,157 SPRINGFIELD AVENUE                   ,            ,10314,2,0,2,2600,1680,1960,1,B2,0,2003-06-09 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,409,25, ,B9,160 GARRISON AVENUE                      ,            ,10314,2,0,2,2405,1701,1930,1,B9,400000,2003-07-16 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,415,1, ,B3,151 LIVERMORE AVENUE                     ,            ,10314,2,0,2,3600,1320,1930,1,B3,0,2003-01-30 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,415,25, ,A1,152 DICKIE AVENUE                        ,            ,10314,1,0,1,3600,2267,1930,1,B3,465000,2003-06-26 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,418,31, ,B3,188 DICKIE AVENUE                        ,            ,10314,2,0,2,3780,1797,1920,1,B3,325000,2003-10-29 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,437,19, ,B2,92 WATERS AVENUE                         ,            ,10314,2,0,2,9000,2790,1899,1,B2,475000,2003-03-14 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,449,17, ,B3,202 DICKIE AVENUE                        ,            ,10314,2,0,2,6720,2960,1899,1,B3,490000,2003-05-22 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,457,52, ,B3,99 WATCHOGUE ROAD                        ,            ,10314,2,0,2,3150,1336,1925,1,B3,332500,2003-01-15 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,462,96, ,B3,79 BUCHANAN AVENUE                       ,            ,10314,2,0,2,2500,1224,1925,1,B3,360000,2003-09-19 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,464,45, ,B2,26 HARVEY AVENUE                         ,            ,10314,2,0,2,4700,2358,1965,1,B2,439000,2003-03-07 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,470,16, ,B2,391 WOOLLEY AVENUE                       ,            ,10314,2,0,2,4200,2520,1970,1,B2,455000,2003-09-02 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,474,116, ,B2,146 CASWELL AVENUE                       ,            ,10314,2,0,2,4800,2304,1960,1,B2,470000,2003-08-11 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,474,151, ,B2,30 FILLAT STREET                         ,            ,10314,2,0,2,4100,2120,1970,1,B2,0,2003-01-28 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,477,23, ,B2,353 STEWART AVENUE                       ,            ,10314,2,0,2,5000,1488,1955,1,B2,0,2003-04-03 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,477,69, ,B2,220 BRYSON AVENUE                        ,            ,10314,2,0,2,4000,3168,1960,1,B2,0,2003-08-14 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,485,1, ,B2,2463 VICTORY BOULEVARD                   ,            ,10314,2,0,2,5416,1684,1920,1,B2,310000,2003-01-02 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,158, ,B1,93 WILLOWBROOK ROAD                      ,            ,10302,2,0,2,4000,3084,1955,1,B1,0,2003-10-29 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,184, ,B2,118 GALLOWAY AVENUE                      ,            ,10302,2,0,2,4280,2586,1970,1,B2,230000,2003-06-09 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,194, ,B2,98 GALLOWAY AVENUE                       ,            ,10302,2,0,2,4560,2586,1970,1,B2,0,2003-09-15 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,226, ,B2,64 GALLOWAY AVENUE                       ,            ,10302,2,0,2,4510,2184,1970,1,B2,439000,2003-09-08 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,228, ,B2,60 GALLOWAY AVENUE                       ,            ,10302,2,0,2,4510,2184,1970,1,B2,410000,2003-05-05 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1435,230, ,B2,54 GALLOWAY AVENUE                       ,            ,10302,2,0,2,5235,1838,1970,1,B2,477000,2003-11-14 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1436,21, ,B3,63 CRYSTAL AVENUE                        ,            ,10302,2,0,2,4770,2592,1930,1,B3,0,2003-01-08 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1441,25, ,B3,29 BRYSON AVENUE                         ,            ,10302,2,0,2,6000,2744,1950,1,B3,555000,2003-09-04 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,92, ,B9,56 WILLOWBROOK ROAD                      ,            ,10302,2,0,2,2280,1740,2001,1,B2,343746,2003-10-16 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,92, ,B9,56 WILLOWBROOK ROAD                      ,            ,10302,2,0,2,2280,1740,2001,1,B2,367000,2003-08-20 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,94, ,B9,21,            ,10302,2,0,2,1900,1740,2001,1,B2,216996,2003-07-17 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,96, ,B9,23,            ,10302,2,0,2,1925,1740,2001,1,B2,216996,2003-08-14 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,97, ,B9,27,            ,10302,2,0,2,1925,1740,2001,1,B2,345000,2003-09-15 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,98, ,B9,29,            ,10302,2,0,2,1925,1740,2001,1,B2,345000,2003-08-18 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,100, ,B9,35,            ,10302,2,0,2,1925,1740,2001,1,B2,358500,2003-07-10 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,110, ,B9,45,            ,10302,2,0,2,2376,2430,2001,1,B2,349830,2003-10-23 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1476,112, ,B9,41,            ,10302,2,0,2,2497,2430,2001,1,B2,369940,2003-11-12 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1478,200, ,B2,103 VEDDER AVENUE                        ,            ,10302,2,0,2,4704,2128,1965,1,B2,465000,2003-02-28 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1478,205, ,B2,99 VEDDER AVENUE                         ,            ,10302,2,0,2,7600,2112,1965,1,B2,0,2003-06-10 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1478,368, ,B2,40 WILLOWBROOK COURT                     ,            ,10302,2,0,2,4640,2400,1973,1,B2,430000,2003-01-21 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1481,116, ,B2,69 LYON PLACE                            ,            ,10314,2,0,2,4200,1968,1970,1,B2,547000,2003-11-25 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1485,100, ,B2,94 LEVIT AVENUE                          ,            ,10314,2,0,2,4136,2093,1970,1,B2,350000,2003-12-23 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1485,108, ,B2,78 LEVIT AVENUE                          ,            ,10314,2,0,2,5040,2184,1970,1,B2,517500,2003-08-28 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1494,9, ,B3,573 WATCHOGUE ROAD                       ,            ,10314,2,0,2,9916,2388,1925,1,B3,0,2003-12-11 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1501,178, ,B2,147 WOODBINE AVENUE                      ,            ,10314,2,0,2,4000,2076,1970,1,B2,485000,2003-09-18 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1501,272, ,B2,49 CAMBRIDGE AVENUE                      ,            ,10314,2,0,2,4680,2340,1970,1,B2,0,2003-07-30 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1501,292, ,B2,486 WATCHOGUE ROAD                       ,            ,10314,2,0,2,4752,2340,1970,1,B2,535000,2003-10-01 00:00:00
5,WESTERLEIGH              ,02  TWO FAMILY HOMES                        ,1,1504,7, ,B2,163 AUBURN AVENUE                        ,            ,10314,2,0,2,4644,2288,1965,1,B2,420000,2003-02-18 00:00:00
